Reading in simulation parameters
         44326243 function calls (41267471 primitive calls) in 132.976 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.007    0.007 reader.py:18(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 subprocess.py:850(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1579(_try_wait)
        4    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        2    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
       13    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        9    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 _formlayout.py:385(FormTabWidget)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 axis.py:1599(set_label_text)
        6    0.000    0.000    0.000    0.000 axis.py:215(get_tick_padding)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:126(tzoffset)
        1    0.000    0.000    0.001    0.001 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 units.py:157(DecimalConverter)
        1    0.000    0.000    0.000    0.000 figure.py:544(set_constrained_layout_pads)
        1    0.000    0.000    0.000    0.000 widgets.py:245(Slider)
        1    0.000    0.000    0.000    0.000 gridspec.py:200(__getitem__)
        1    0.000    0.000    0.000    0.000 gridspec.py:246(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:488(SubplotSpec)
        1    0.000    0.000    0.000    0.000 mathtext.py:947(StixFonts)
        1    0.000    0.000    0.000    0.000 _text_layout.py:3(<module>)
        6    0.000    0.000    0.000    0.000 text.py:1104(set_x)
        6    0.000    0.000    0.000    0.000 text.py:1115(set_y)
        1    0.000    0.000    0.000    0.000 ticker.py:1616(Locator)
        1    0.000    0.000    0.000    0.000 transforms.py:1183(Transform)
        1    0.000    0.000    0.000    0.000 pyplot.py:82(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 __init__.py:764(RcParams)
        1    0.000    0.000    0.000    0.000 __init__.py:351(AccessHandle)
        1    0.000    0.000    0.000    0.000 project.py:32(Project)
        1    0.000    0.000    0.000    0.000 mixed.py:62(MixedName)
        1    0.000    0.000    0.000    0.000 iterable.py:65(Generator)
        1    0.000    0.000    0.000    0.000 access.py:470(_SPECIAL_OBJECTS)
        1    0.000    0.000    0.000    0.000 filters.py:267(DictFilter)
        1    0.000    0.000    0.000    0.000 tree.py:167(EndMarker)
        1    0.000    0.000    0.000    0.000 style.py:60(StyleMeta)
        1    0.000    0.000    0.000    0.000 emacs_state.py:8(EmacsState)
        1    0.000    0.000    0.000    0.000 base.py:77(BaseStyle)
        1    0.000    0.000    0.000    0.000 style.py:333(_MergedStyle)
        1    0.000    0.000    0.000    0.000 minidom.py:1200(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 selection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:125(ConditionalAutoSuggest)
        1    0.000    0.000    0.000    0.000 application.py:867(_CombinedRegistry)
        1    0.000    0.000    0.000    0.000 simpledialog.py:114(Dialog)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:833(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-16>:1(<module>)
        1    0.000    0.000    0.001    0.001 formatters.py:922(MimeBundleFormatter)
        1    0.000    0.000    0.000    0.000 prefilter.py:436(AssignmentChecker)
        1    0.000    0.000    0.000    0.000 selector_events.py:566(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 plugin.py:37(<module>)
        7    0.000    0.000    0.000    0.000 lexer.py:397(__init__)
        1    0.000    0.000    0.004    0.004 modeline.py:10(<module>)
        1    0.000    0.000    0.000    0.000 compilerop.py:69(CachingCompiler)
        1    0.000    0.000    0.000    0.000 error.py:13(<module>)
        1    0.000    0.000    0.000    0.000 ultratb.py:1399(SyntaxTB)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1067(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1546(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        9    0.000    0.000    0.000    0.000 scanner.py:312(remove_possible_simple_key)
        1    0.000    0.000    0.000    0.000 constructor.py:172(flatten_mapping)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:534(wait)
        1    0.000    0.000    0.000    0.000 threading.py:1038(_wait_for_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:1174(__init__)
        1    0.000    0.000    0.006    0.006 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2324(all)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:419(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.pyqtSlot}
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:337(Patch3D)
        1    0.000    0.000    0.000    0.000 polar.py:205(ThetaLocator)
        4    0.000    0.000    0.000    0.000 axis.py:1048(_set_artist_props)
        2    0.000    0.000    0.001    0.000 _base.py:153(__call__)
        1    0.000    0.000    0.000    0.000 _base.py:2691(set_axisbelow)
        3    0.000    0.000    0.000    0.000 legend_handler.py:342(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 units.py:74(AxisInfo)
        1    0.000    0.000    0.000    0.000 figure.py:1070(_make_key)
        1    0.000    0.000    0.000    0.000 widgets.py:2495(PolygonSelector)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:46(LayoutBox)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:16(<module>)
        5    0.000    0.000    0.000    0.000 _pylab_helpers.py:99(get_active)
        1    0.000    0.000    0.000    0.000 mathtext.py:1059(StandardPsFonts)
        8    0.000    0.000    0.000    0.000 mathtext.py:1868(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:775(PsfontsMap)
        1    0.000    0.000    0.000    0.000 bezier.py:168(BezierSegment)
        6    0.000    0.000    0.000    0.000 text.py:528(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 text.py:1268(TextWithDash)
        2    0.000    0.000    0.000    0.000 font_manager.py:859(copy)
        1    0.000    0.000    0.000    0.000 ticker.py:832(LogFormatter)
      3/2    0.000    0.000    0.000    0.000 transforms.py:2335(__eq__)
        1    0.000    0.000    0.000    0.000 transforms.py:2280(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4694(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:435(_ParseResultsWithOffset)
        4    0.000    0.000    0.000    0.000 pyparsing.py:582(__len__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2233(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3000(Regex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4151(FollowedBy)
        4    0.000    0.000    0.000    0.000 rcsetup.py:651(validate_sketch)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.007    0.007 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:140(CompiledSubprocess)
        1    0.000    0.000    0.000    0.000 ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 classes.py:382(Completion)
        1    0.000    0.000    0.000    0.000 imports.py:160(ImportName)
        1    0.000    0.000    0.000    0.000 normalizer.py:14(Normalizer)
        1    0.000    0.000    0.000    0.000 file_io.py:4(FileIO)
        1    0.000    0.000    0.000    0.000 tree.py:352(ErrorLeaf)
        1    0.000    0.000    0.000    0.000 base.py:68(TextArea)
        1    0.000    0.000    0.000    0.000 emacs_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 domreg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 controls.py:424(BufferControl)
        1    0.000    0.000    0.000    0.000 scroll.py:7(<module>)
        1    0.000    0.000    0.000    0.000 in_memory.py:10(InMemoryClipboard)
        1    0.000    0.000    0.000    0.000 base.py:141(__init__)
        1    0.000    0.000    0.000    0.000 logger.py:2(<module>)
        1    0.000    0.000    0.000    0.000 prefilter.py:454(AutoMagicChecker)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:435(ForwardRef)
        1    0.000    0.000    0.000    0.000 spawnbase.py:23(SpawnBase)
        1    0.000    0.000    0.000    0.000 paths.py:88(get_ipython_package_dir)
        1    0.000    0.000    0.000    0.000 tempfile.py:156(<listcomp>)
        2    0.000    0.000    0.000    0.000 encoding.py:38(getdefaultencoding)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        2    0.000    0.000    0.000    0.000 coloransi.py:135(__init__)
        4    0.000    0.000    0.000    0.000 util.py:379(add_metaclass)
        4    0.000    0.000    0.000    0.000 configurable.py:426(initialized)
        1    0.000    0.000    0.000    0.000 getargspec.py:10(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(__init__)
        1    0.000    0.000    0.013    0.013 _tqdm.py:560(get_lock)
        1    0.000    0.000    0.000    0.000 extras.py:1474(MAxisConcatenator)
        2    0.000    0.000    0.000    0.000 reader.py:177(update_raw)
        2    0.000    0.000    0.000    0.000 core.py:6440(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6532(_extrema_operation)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
        2    0.000    0.000    0.000    0.000 core.py:677(getdata)
        1    0.000    0.000    0.000    0.000 core.py:2607(MaskedIterator)
        1    0.000    0.000    0.000    0.000 random.py:681(getrandbits)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        2    0.000    0.000    0.000    0.000 arrayprint.py:474(decorating_function)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2405(cumsum)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.008    0.008 __init__.py:32(__enter__)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
        1    0.000    0.000    0.002    0.002 warnings.py:20(_showwarnmsg_impl)
        2    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
        1    0.000    0.000    0.000    0.000 util.py:147(Finalize)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:516(YTick)
        1    0.000    0.000    0.000    0.000 axis.py:2460(get_minpos)
        1    0.000    0.000    0.000    0.000 scale.py:333(LogScale)
        3    0.000    0.000    0.000    0.000 legend_handler.py:212(__init__)
        1    0.000    0.000    0.001    0.001 dates.py:586(DateFormatter)
        1    0.000    0.000    0.000    0.000 rrule.py:1417(_rrulestr)
        1    0.000    0.000    0.000    0.000 __init__.py:20(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 figure.py:1423(_add_axes_internal)
        1    0.000    0.000    0.000    0.000 widgets.py:959(RadioButtons)
        1    0.000    0.000    0.000    0.000 figure.py:66(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1381(MouseButton)
        1    0.000    0.000    0.000    0.000 mathtext.py:379(Fonts)
        1    0.000    0.000    0.001    0.001 patches.py:2392(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 ticker.py:431(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 lines.py:1456(VertexSelector)
        1    0.000    0.000    0.001    0.001 collections.py:1697(EllipseCollection)
        1    0.000    0.000    0.000    0.000 cm.py:141(ScalarMappable)
        2    0.000    0.000    0.000    0.000 transforms.py:2342(_iter_break_from_left_to_right)
        1    0.000    0.000    0.014    0.014 artist.py:1343(get_setters)
        2    0.000    0.000    0.000    0.000 transforms.py:1632(_init)
        1    0.000    0.000    0.000    0.000 colorbar.py:353(ColorbarBase)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 colors.py:494(Colormap)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3428(_PositionToken)
        2    0.000    0.000    0.000    0.000 __init__.py:601(push)
        2    0.000    0.000    0.000    0.000 __init__.py:1320(_check_1d)
        7    0.000    0.000    0.000    0.000 __init__.py:1598(<lambda>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 request.py:1366(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 iterable.py:81(CompForContext)
        1    0.000    0.000    0.000    0.000 iterable.py:402(DictLiteralContext)
        4    0.000    0.000    0.000    0.000 cache.py:23(underscore_memoization)
        1    0.000    0.000    0.000    0.000 classes.py:481(Definition)
        1    0.000    0.000    0.000    0.000 utils.py:42(safe_property)
        1    0.000    0.000    0.000    0.000 errors.py:128(_Context)
        1    0.000    0.000    0.000    0.000 tree.py:188(Name)
        2    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.001    0.001 formatters.py:276(Rainbow)
        1    0.000    0.000    0.000    0.000 named_colors.py:4(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1469(ElementInfo)
        1    0.000    0.000    0.000    0.000 minicompat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 controls.py:40(UIControl)
        6    0.000    0.000    0.000    0.000 cache.py:96(memoized)
        1    0.000    0.000    0.000    0.000 context.py:49(context)
        1    0.000    0.000    0.000    0.000 __init__.py:2251(BaseWidget)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 display.py:15(Audio)
        1    0.000    0.000    0.000    0.000 formatters.py:707(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:773(JPEGFormatter)
        1    0.000    0.000    0.000    0.000 prefilter.py:493(AutocallChecker)
        1    0.000    0.000    0.000    0.000 selector_events.py:930(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 typing.py:1545(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1559(TextIO)
        1    0.000    0.000    0.000    0.000 display.py:1301(Video)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:1588(info)
        1    0.000    0.000    0.000    0.000 traitlets.py:1779(<listcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:1758(Union)
        1    0.000    0.000    0.000    0.000 traitlets.py:1966(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:2270(List)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 __init__.py:842(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:804(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(_fixupChildren)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
        1    0.000    0.000    0.006    0.006 composer.py:29(get_single_node)
        5    0.000    0.000    0.000    0.000 constructor.py:157(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        6    0.000    0.000    0.000    0.000 core.py:852(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3087(view)
        1    0.000    0.000    0.000    0.000 tempdir.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        3    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        3    0.000    0.000    0.000    0.000 threading.py:1214(current_thread)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 pathlib.py:134(<setcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        2    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        6    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        6    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 backend_qt5.py:916(ToolbarQt)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 art3d.py:140(Line3D)
        4    0.000    0.000    0.000    0.000 axis.py:819(get_transform)
        1    0.000    0.000    0.000    0.000 _base.py:224(_getdefaults)
        1    0.000    0.000    0.001    0.001 _base.py:251(_makeline)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 offsetbox.py:653(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:932(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 dates.py:1487(YearLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:1306(rruleset)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3360(new_figure_manager_given_figure)
        1    0.000    0.000    0.000    0.000 backend_tools.py:39(ToolBase)
        1    0.000    0.000    0.000    0.000 blocking_input.py:100(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1175(Arrow)
        1    0.000    0.000    0.000    0.000 font_manager.py:563(FontProperties)
        2    0.000    0.000    0.000    0.000 ticker.py:1681(nonsingular)
        2    0.000    0.000    0.000    0.000 transforms.py:2127(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:909(intervalx)
        1    0.000    0.000    0.001    0.001 __init__.py:592(get_configdir)
        1    0.000    0.000    0.002    0.002 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 request.py:2361(ftpwrapper)
        1    0.000    0.000    0.000    0.000 tree.py:845(ImportFrom)
        1    0.000    0.000    0.000    0.000 tree.py:242(BaseNode)
        1    0.000    0.000    0.000    0.000 focus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:459(Box)
        1    0.000    0.000    0.000    0.000 renderer.py:257(Renderer)
        1    0.000    0.000    0.000    0.000 containers.py:180(HSplit)
        1    0.000    0.000    0.000    0.000 key_processor.py:38(__init__)
        1    0.000    0.000    0.000    0.000 base.py:238(_MergedCompleter)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2972(Radiobutton)
        1    0.000    0.000    0.000    0.000 __init__.py:3032(Scrollbar)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 formatters.py:791(LatexFormatter)
        1    0.000    0.000    0.001    0.001 formatters.py:881(IPythonDisplayFormatter)
        1    0.000    0.000    0.000    0.000 autocall.py:13(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:44(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:839(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 selector_events.py:708(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 locks.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 queues.py:20(Queue)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:173(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:372(Purpose)
        1    0.000    0.000    0.000    0.000 html.py:116(HtmlFormatter)
        5    0.000    0.000    0.000    0.000 typing.py:276(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:310(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:319(__hash__)
        2    0.000    0.000    0.001    0.000 typing.py:1168(__class_getitem__)
        1    0.000    0.000    0.009    0.009 __init__.py:37(_load_formatters)
        1    0.000    0.000    0.000    0.000 __init__.py:279(GobbleFilter)
        1    0.000    0.000    0.000    0.000 display.py:731(SVG)
        4    0.000    0.000    0.000    0.000 pretty.py:799(for_type_by_name)
        6    0.000    0.000    0.000    0.000 magic.py:135(validate_type)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 encoding.py:21(get_stream_enc)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 ipstruct.py:28(Struct)
        1    0.000    0.000    0.000    0.000 pydoc.py:1040(TextRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1072(TextDoc)
        3    0.000    0.000    0.000    0.000 debugger.py:186(decorate_fn_with_doc)
        1    0.000    0.000    0.000    0.000 configurable.py:346(SingletonConfigurable)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        2    0.000    0.000    0.000    0.000 argparse.py:919(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:794(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
        2    0.000    0.000    0.000    0.000 _tqdm.py:1154(fp_write)
        1    0.000    0.000    0.000    0.000 parser.py:139(parse_implicit_document_start)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1289(_replace_dtype_fields_recursive)
        4    0.000    0.000    0.000    0.000 core.py:3363(dtype)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:61(get_default_editor)
        1    0.000    0.000    0.001    0.001 strdispatch.py:2(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 _datasource.py:144(_FileOpeners)
        7    0.000    0.000    0.000    0.000 stride_tricks.py:202(_broadcast_arrays_dispatcher)
        3    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        2    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        2    0.000    0.000    0.013    0.006 re.py:215(findall)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 Image.py:3103(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 polar.py:182(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 axis.py:633(Ticker)
        6    0.000    0.000    0.000    0.000 axis.py:1486(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:242(_setdefaults)
        1    0.000    0.000    0.000    0.000 axis.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:938(Barbs)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        2    0.000    0.000    0.000    0.000 figure.py:78(get)
        1    0.000    0.000    0.000    0.000 figure.py:104(bubble)
        1    0.000    0.000    0.000    0.000 image.py:1125(PcolorImage)
        1    0.000    0.000    0.000    0.000 gridspec.py:382(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:510(DviFont)
        1    0.000    0.000    0.000    0.000 patches.py:628(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:3433(CurveFilledB)
        1    0.000    0.000    0.001    0.001 patches.py:4277(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 ticker.py:2663(LogitLocator)
        1    0.000    0.000    0.000    0.000 contour.py:676(ContourSet)
        1    0.000    0.000    0.000    0.000 ticker.py:2009(MaxNLocator)
        7    0.000    0.000    0.000    0.000 markers.py:313(_set_nothing)
        1    0.000    0.000    0.000    0.000 collections.py:1908(QuadMesh)
        1    0.000    0.000    0.000    0.000 transforms.py:914(intervaly)
        1    0.000    0.000    0.000    0.000 transforms.py:980(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1298(contains_branch)
        1    0.000    0.000    0.000    0.000 pyplot.py:252(show)
        1    0.000    0.000    0.000    0.000 colorbar.py:252(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6364(Japanese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2604(Literal)
